date,nino34,nino12,oni,regime
2008-02-01,-1.67,0.22,-1.52,0
2008-03-01,-1.21,0.39,-1.29,0
2008-04-01,-0.99,0.41,-1.01,0
2008-05-01,-0.84,0.54,-0.84,0
2008-06-01,-0.68,0.55,-0.61,0
2008-07-01,-0.3,0.99,-0.37,1
2008-08-01,-0.13,1.4,-0.23,1
2008-09-01,-0.25,1.02,-0.24,1
2008-10-01,-0.35,0.35,-0.35,1
2008-11-01,-0.46,-0.28,-0.55,0
2008-12-01,-0.86,-0.45,-0.73,0
2009-01-01,-0.89,-0.17,-0.85,0
2009-02-01,-0.79,-0.68,-0.79,0
2009-03-01,-0.69,-0.81,-0.61,0
2009-04-01,-0.35,0.41,-0.33,1
2009-05-01,0.06,0.34,0.01,1
2009-06-01,0.31,0.65,0.28,1
2009-07-01,0.48,0.75,0.45,1
2009-08-01,0.56,0.84,0.58,2
2009-09-01,0.68,0.51,0.71,2
2009-10-01,0.89,0.32,1.01,2
2009-11-01,1.46,0.33,1.36,2
2009-12-01,1.74,0.6,1.56,2
2010-01-01,1.52,0.28,1.5,2
2010-02-01,1.25,0.12,1.22,2
2010-03-01,0.9,0.07,0.84,2
2010-04-01,0.38,-0.11,0.35,1
2010-05-01,-0.22,0.24,-0.17,1
2010-06-01,-0.69,0.01,-0.66,0
2010-07-01,-1.07,-1.03,-1.05,0
2010-08-01,-1.39,-1.31,-1.35,0
2010-09-01,-1.6,-1.22,-1.56,0
2010-10-01,-1.69,-1.28,-1.64,0
2010-11-01,-1.64,-1.31,-1.64,0
2010-12-01,-1.6,-0.9,-1.54,0
2011-01-01,-1.54,-0.48,-1.31,0
2011-02-01,-1.11,-0.16,-1.04,0
2011-03-01,-0.93,-0.88,-0.8,0
2011-04-01,-0.77,-0.19,-0.62,0
2011-05-01,-0.52,0.11,-0.46,1
2011-06-01,-0.38,0.3,-0.37,1
2011-07-01,-0.43,0.1,-0.43,1
2011-08-01,-0.65,-0.21,-0.58,0
2011-09-01,-0.8,-0.74,-0.79,0
2011-10-01,-1.05,-0.78,-0.96,0
2011-11-01,-1.19,-0.57,-1.02,0
2011-12-01,-1.06,-0.68,-0.92,0
2012-01-01,-0.87,-0.18,-0.72,0
2012-02-01,-0.67,0.36,-0.57,0
2012-03-01,-0.61,0.16,-0.46,1
2012-04-01,-0.5,0.9,-0.36,1
2012-05-01,-0.32,0.87,-0.17,1
2012-06-01,0.02,1.02,0.06,1
2012-07-01,0.25,0.4,0.3,1
2012-08-01,0.47,0.07,0.41,1
2012-09-01,0.38,0.06,0.41,1
2012-10-01,0.26,-0.37,0.31,1
2012-11-01,0.16,-0.41,0.13,1
2012-12-01,-0.25,-0.85,-0.1,1
2013-01-01,-0.53,-0.68,-0.29,1
2013-02-01,-0.52,-0.73,-0.29,1
2013-03-01,-0.25,-0.67,-0.21,1
2013-04-01,-0.25,-1.23,-0.19,1
2013-05-01,-0.4,-1.58,-0.27,1
2013-06-01,-0.42,-1.91,-0.34,1
2013-07-01,-0.39,-1.6,-0.35,1
2013-08-01,-0.38,-1.16,-0.28,1
2013-09-01,-0.18,-0.77,-0.21,1
2013-10-01,-0.2,-0.75,-0.13,1
2013-11-01,-0.14,-0.56,-0.1,1
2013-12-01,-0.17,-0.44,-0.15,1
2014-01-01,-0.49,-0.01,-0.28,1
2014-02-01,-0.62,-0.61,-0.32,1
2014-03-01,-0.28,-0.31,-0.14,1
2014-04-01,0.08,-0.03,0.15,1
2014-05-01,0.32,1.06,0.31,1
2014-06-01,0.23,1.54,0.23,1
2014-07-01,-0.06,0.98,0.1,1
2014-08-01,-0.03,0.89,0.11,1
2014-09-01,0.29,0.8,0.28,1
2014-10-01,0.44,0.69,0.54,2
2014-11-01,0.75,0.8,0.71,2
2014-12-01,0.71,0.41,0.77,2
2015-01-01,0.51,-0.16,0.69,2
2015-02-01,0.42,-0.53,0.61,2
2015-03-01,0.47,0.09,0.65,2
2015-04-01,0.7,1.0,0.81,2
2015-05-01,0.92,1.55,1.02,2
2015-06-01,1.18,2.19,1.25,2
2015-07-01,1.46,2.54,1.57,2
2015-08-01,1.93,1.65,1.91,2
2015-09-01,2.21,2.28,2.21,2
2015-10-01,2.36,2.12,2.47,2
2015-11-01,2.72,2.28,2.64,2
2015-12-01,2.66,2.21,2.75,2
2016-01-01,2.57,1.79,2.63,2
2016-02-01,2.26,1.3,2.28,2
2016-03-01,1.62,1.35,1.71,2
2016-04-01,0.91,0.45,1.05,2
2016-05-01,0.3,0.49,0.49,1
2016-06-01,-0.03,0.64,0.0,1
2016-07-01,-0.48,0.25,-0.31,1
2016-08-01,-0.58,0.24,-0.5,1
2016-09-01,-0.58,0.57,-0.58,0
2016-10-01,-0.74,0.34,-0.64,0
2016-11-01,-0.76,0.12,-0.6,0
2016-12-01,-0.5,0.43,-0.45,1
2017-01-01,-0.43,0.93,-0.19,1
2017-02-01,-0.08,1.36,-0.02,1
2017-03-01,0.03,1.61,0.18,1
2017-04-01,0.22,1.05,0.31,1
2017-05-01,0.37,0.21,0.4,1
2017-06-01,0.34,-0.24,0.39,1
2017-07-01,0.25,-0.32,0.19,1
2017-08-01,-0.16,-0.34,-0.07,1
2017-09-01,-0.43,-0.81,-0.34,1
2017-10-01,-0.56,-0.81,-0.6,0
2017-11-01,-0.97,-1.2,-0.77,0
2017-12-01,-0.98,-1.42,-0.86,0
2018-01-01,-0.98,-1.12,-0.77,0
2018-02-01,-0.78,-0.97,-0.71,0
2018-03-01,-0.8,-1.35,-0.57,0
2018-04-01,-0.51,-1.03,-0.39,1
2018-05-01,-0.2,-0.75,-0.13,1
2018-06-01,0.04,-0.72,0.06,1
2018-07-01,0.12,-0.4,0.14,1
2018-08-01,0.09,-0.27,0.27,1
2018-09-01,0.47,-0.08,0.53,2
2018-10-01,0.9,0.16,0.81,2
2018-11-01,0.9,0.81,0.97,2
2018-12-01,0.89,1.05,0.92,2
2019-01-01,0.65,0.83,0.89,2
2019-02-01,0.71,0.52,0.86,2
2019-03-01,0.81,0.12,0.84,2
2019-04-01,0.62,0.3,0.77,2
2019-05-01,0.55,0.2,0.64,2
2019-06-01,0.45,-0.34,0.52,2
2019-07-01,0.35,-0.69,0.33,1
2019-08-01,0.04,-0.76,0.19,1
2019-09-01,0.03,-0.71,0.23,1
2019-10-01,0.48,-0.74,0.39,1
2019-11-01,0.52,-0.11,0.58,2
2019-12-01,0.52,-0.04,0.66,2
2020-01-01,0.6,-0.37,0.64,2
2020-02-01,0.37,0.02,0.63,2
2020-03-01,0.48,-0.06,0.53,2
2020-04-01,0.36,0.28,0.3,1
2020-05-01,-0.27,-0.14,0.01,1
2020-06-01,-0.34,-0.7,-0.23,1
2020-07-01,-0.3,-1.28,-0.36,1
2020-08-01,-0.59,-1.05,-0.53,0
2020-09-01,-0.83,-1.22,-0.85,0
2020-10-01,-1.26,-0.6,-1.12,0
2020-11-01,-1.42,-0.58,-1.2,0
2020-12-01,-1.15,-0.6,-1.08,0
2021-01-01,-1.0,-0.88,-0.91,0
2021-02-01,-1.0,-0.86,-0.79,0
2021-03-01,-0.8,-0.75,-0.71,0
2021-04-01,-0.72,-0.94,-0.55,0
2021-05-01,-0.46,-0.79,-0.39,1
2021-06-01,-0.28,-0.37,-0.3,1
2021-07-01,-0.39,-0.21,-0.35,1
2021-08-01,-0.53,-0.29,-0.45,1
2021-09-01,-0.55,-0.7,-0.63,0
2021-10-01,-0.94,-0.87,-0.76,0
2021-11-01,-0.94,-1.12,-0.91,0
2021-12-01,-1.06,-1.69,-0.87,0
2022-01-01,-0.94,-1.11,-0.82,0
2022-02-01,-0.89,-1.58,-0.79,0
2022-03-01,-0.97,-0.76,-0.86,0
2022-04-01,-1.11,-1.4,-0.95,0
2022-05-01,-1.11,-1.66,-0.9,0
2022-06-01,-0.75,-1.49,-0.78,0
2022-07-01,-0.69,-1.2,-0.76,0
2022-08-01,-0.97,-0.6,-0.87,0
2022-09-01,-1.07,-1.02,-0.97,0
2022-10-01,-0.99,-1.78,-0.94,0
2022-11-01,-0.9,-1.13,-0.85,0
2022-12-01,-0.85,-0.46,-0.71,0
2023-01-01,-0.72,-0.56,-0.54,0
2023-02-01,-0.46,0.48,-0.29,1
2023-03-01,-0.11,1.49,-0.02,1
2023-04-01,0.14,2.62,0.27,1
2023-05-01,0.46,2.22,0.57,2
2023-06-01,0.84,2.5,0.84,2
2023-07-01,1.02,2.98,1.12,2
2023-08-01,1.35,3.29,1.37,2
2023-09-01,1.6,2.42,1.6,2
2023-10-01,1.72,2.32,1.83,2
2023-11-01,2.02,2.07,1.99,2
2023-12-01,2.03,1.61,2.06,2
2024-01-01,1.81,1.29,1.92,2
2024-02-01,1.52,1.12,1.62,2
2024-03-01,1.13,0.25,1.26,2
2024-04-01,0.77,-0.21,0.82,2
2024-05-01,0.23,-1.16,0.49,1
2024-06-01,0.17,-0.95,0.22,1
2024-07-01,0.04,-0.78,0.08,1
2024-08-01,-0.12,-0.42,-0.07,1
2024-09-01,-0.26,-0.75,-0.17,1
2024-10-01,-0.27,-0.32,-0.21,1
2024-11-01,-0.25,0.06,-0.3,1
2024-12-01,-0.6,-0.03,-0.42,1
2025-01-01,-0.74,-0.33,-0.45,1
2025-02-01,-0.43,0.58,-0.24,1
2025-03-01,0.01,0.99,-0.06,1
2025-04-01,-0.14,0.42,0.02,1
2025-05-01,-0.13,-0.06,-0.02,1
2025-06-01,-0.07,0.09,-0.04,1
2025-07-01,-0.14,0.25,-0.14,1
2025-08-01,-0.36,0.06,-0.28,1
2025-09-01,-0.47,-0.44,-0.4,1
2025-10-01,-0.5,-0.35,-0.51,0
2025-11-01,-0.7,-0.46,-0.55,0
2025-12-01,-0.67,-0.62,-0.54,0
2026-01-01,-0.58,-0.29,-0.37,1
2026-02-01,-0.27,0.72,-0.16,1
